Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Change Failure Rate","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.333300,Improve,"Reliability",N,N,"","20-49%","Developing",1,33.33
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Change Failure Rate","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.333300,Improve,"Reliability",N,N,"","Greater than 50% ------------ SNow Report Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Change Frequency","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.000000,Improve,"Time to Market",N,N,"","No releases ------------ SNow Report Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,2.000000,Improve,"Reliability",N,N,"","(D) - 21-50%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,2.000000,Improve,"Reliability",N,N,"","(C) - 11-20%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,2.000000,Improve,"Reliability",N,N,"","(E) - Anything over 50% ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,1.000000,Improve,"Reliability",N,N,"","(E) - Less than or equal to 20% ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Releasability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,1.000000,Improve,"Reliability",N,N,"","(D) - 21-39%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","(D) - At least 1 Critical Bug","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","(C) - At least 1 Major Bug","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","(B) - At least 1 Minor Bug","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Reliability","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","(E) - At least 1 Blocker Bug ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,1.000000,Improve,"Reliability",N,N,"","(D) - At least 1 Critical Vulnerability","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,1.000000,Improve,"Reliability",N,N,"","(E) - At least 1 Blocker Vulnerability ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Lead Time","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.000000,Improve,"Time to Market",N,N,"","Greater than six months ------------ Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Mean Time to Recover","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.000000,Improve,"Reliability",N,N,"","Greater than 24 hours ------------ SNow Report P1 P2 SNow Report P3 P4 Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.666700,Improve,"Reliability",N,N,"","No Performance tests ------------ Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.666700,Improve,"Reliability",N,N,"","High risk to release","Developing",1,33.33
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Performance Risk","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,0.666700,Improve,"Reliability",N,N,"","Moderate risk to release","Emerging",1,33.33
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","Conditional Pass","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","Pass","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","Did Not Pass","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Dynamic)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,3.000000,Improve,"Reliability",N,N,"","No scans completed ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,2.666700,Improve,"Reliability",N,N,"","Did Not Pass","Developing",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,2.666700,Improve,"Reliability",N,N,"","Conditional Pass","Emerging",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,2.666700,Improve,"Reliability",N,N,"","Pass","Adapting",2,66.66
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,3,0,2.666700,Improve,"Reliability",N,N,"","No scans completed ------------ Wiki Guidance","Starting",3,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,4.000000,Improve,"Reliability",N,N,"","Less than 20%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,4.000000,Improve,"Reliability",N,N,"","20-49%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,4.000000,Improve,"Reliability",N,N,"","50-79%","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,4.000000,Improve,"Reliability",N,N,"","Greater than 79%","Optimizing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",12/12/2022 6:33 PM,6,1,1,4.000000,Improve,"Reliability",N,N,"","No Unit Tests written ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","No Automated tests exist ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","Less than 20%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","20-49%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","50-79%","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","Greater than 79%","Optimizing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Security Compliance (Static)","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,0.000000,Improve,"Reliability",N,N,"03/13/2023 Team Member: The majority of the development being completed by the team is SQL script and cannot be validated via Veracode security scans.","No scans completed ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","Less than 20%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","50-79%","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","20-49%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","No Unit Tests written ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Unit Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",3/14/2023 6:28 PM,7,1,0,4.000000,Improve,"Reliability",N,N,"","Greater than 79%","Optimizing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","20-49%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","50-79%","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","Greater than 79%","Optimizing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","No Automated tests exist ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Automated Test Coverage","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","Less than 20%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(E) - Anything over 50% ------------ SonarQube Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(C) - 11-20%","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(A) - Less than 5%","Optimizing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(B) - 6-10%","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Maintainability","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(D) - 21-50%","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Trailblazers","Code Security","Digital GPA Engineering & DevOps Metrics @Unum",4/13/2023 5:18 PM,8,1,0,4.000000,Improve,"Reliability",N,N,"","(C) - At least 1 Major Vulnerability","Emerging",1,100.00
